word,classification
घिरी,incorrect_spelling
घुघनी,incorrect_spelling
घुम,incorrect_spelling
घुमा,incorrect_spelling
घुमाकर,correct_spelling
घुमाते,incorrect_spelling
घुमाने,incorrect_spelling
घुर,incorrect_spelling
घुरें,incorrect_spelling
घुल,incorrect_spelling
घुस,correct_spelling
घूम,correct_spelling
घूमता,incorrect_spelling
घूमते,correct_spelling
घूमना,incorrect_spelling
घूमने,correct_spelling
घूमा,incorrect_spelling
घूमे,correct_spelling
घूमें,incorrect_spelling
घूमेंगे,incorrect_spelling
घूराता,incorrect_spelling
घूराने,incorrect_spelling
घूरे,incorrect_spelling
घृणात्मक,incorrect_spelling
घेर,correct_spelling
घोटाला,incorrect_spelling
च,correct_spelling
चंडीगढ़,incorrect_spelling
चंद्र,incorrect_spelling
चंद्रबोस,incorrect_spelling
चइये,incorrect_spelling
"चईये,",incorrect_spelling
चकले,incorrect_spelling
चक्कर,correct_spelling
चखके,incorrect_spelling
चखना,incorrect_spelling
चगी,incorrect_spelling
चड़,incorrect_spelling
चड़ना,incorrect_spelling
चड़ने,incorrect_spelling
चढ़,correct_spelling
चढ़ते,correct_spelling
चढ़ना,correct_spelling
चढ़नी,incorrect_spelling
चढ़ने,correct_spelling
चढ़ा,incorrect_spelling
चढ़ाई,correct_spelling
चढ़ाव,incorrect_spelling
चढ़े,correct_spelling
चना,incorrect_spelling
चने,incorrect_spelling
चप्पल,incorrect_spelling
चमकता,incorrect_spelling
चर,incorrect_spelling
चरवाहे,incorrect_spelling
चरित,incorrect_spelling
चरित्र,correct_spelling
चरिया,correct_spelling
चर्चा,correct_spelling
चर्या,correct_spelling
चल,correct_spelling
चलता,correct_spelling
चलती,correct_spelling
चलते,correct_spelling
चलना,correct_spelling
चलने,correct_spelling
चला,correct_spelling
चलाऊंगी,incorrect_spelling
चलाए,incorrect_spelling
चलाएं,correct_spelling
चलाएंगे,incorrect_spelling
चलाकर,incorrect_spelling
चलाकी,incorrect_spelling
चलाता,correct_spelling
चलाती,correct_spelling
चलाते,correct_spelling
चलान,correct_spelling
चलाना,correct_spelling
चलाना।,incorrect_spelling
चलाने,correct_spelling
चलिए,correct_spelling
"चलिए,",correct_spelling
चलिये।,incorrect_spelling
चली,correct_spelling
चलूँगी,incorrect_spelling
चले,correct_spelling
चलेंगे,incorrect_spelling
चलेगा,correct_spelling
"चलेगा,",incorrect_spelling
चलेगा।,incorrect_spelling
चलेगी,incorrect_spelling
चलो,correct_spelling
"चलो,",incorrect_spelling
चलोगे,incorrect_spelling
चश्मा,correct_spelling
चहिए,correct_spelling
"चहिए,",correct_spelling
चा,correct_spelling
चांद,incorrect_spelling
चांस,incorrect_spelling
चांसेस,incorrect_spelling
चाइना,incorrect_spelling
चाचा,correct_spelling
चाची,correct_spelling
चाणक्य,correct_spelling
चादर,incorrect_spelling
चाप,correct_spelling
चाय,correct_spelling
चार,correct_spelling
चारपांच,incorrect_spelling
चारवाक,incorrect_spelling
चारा,incorrect_spelling
चारों,incorrect_spelling
चार्ज,incorrect_spelling
चाल,incorrect_spelling
चालता,incorrect_spelling
चालान,correct_spelling
चालीस,correct_spelling
चालू,correct_spelling
चाव,incorrect_spelling
चावल,correct_spelling
चाह,correct_spelling
चाहता,correct_spelling
चाहती,correct_spelling
चाहते,correct_spelling
चाहतें,incorrect_spelling
चाहिए,correct_spelling
"चाहिए,",correct_spelling
"चाहिए,।",incorrect_spelling
चाहिए।,correct_spelling
चाहिये,incorrect_spelling
चाहुंगी,incorrect_spelling
चाहूँगा,correct_spelling
चाहूँगी,incorrect_spelling
"चाहूँगी,",incorrect_spelling
चाहूं,incorrect_spelling
चाहूंगा,incorrect_spelling
चाहूंगी,incorrect_spelling
"चाहूंगी,",incorrect_spelling
चाहे,correct_spelling
चाहें,incorrect_spelling
चाहेंगी,incorrect_spelling
चाहेंगे,incorrect_spelling
चाहेंगे।,incorrect_spelling
चाहेगा,incorrect_spelling
चाहेगी,correct_spelling
चाहेगे,incorrect_spelling
चाहो,correct_spelling
चाहोगे,incorrect_spelling
चिंगारिया,incorrect_spelling
चिंतन,incorrect_spelling
चिंता,incorrect_spelling
चिंतित,incorrect_spelling
चिकन,correct_spelling
चिकनी,incorrect_spelling
चिकी,incorrect_spelling
चिड़िया,correct_spelling
चिढ़ाते,correct_spelling
चित,correct_spelling
चिता,correct_spelling
चितौड़,correct_spelling
चित्तौड़,correct_spelling
चित्र,correct_spelling
चिन्नी,correct_spelling
चिन्हा,correct_spelling
चिपक,incorrect_spelling
चिपका,incorrect_spelling
चिपकाने,incorrect_spelling
चिप्स,incorrect_spelling
चिला,incorrect_spelling
चिलाएंगे,incorrect_spelling
चिल्लाते,incorrect_spelling
चिल्लाना,incorrect_spelling
ची,correct_spelling
चीज,correct_spelling
"चीज,",incorrect_spelling
चीज़,correct_spelling
चीज़े,correct_spelling
चीज़ें,incorrect_spelling
चीज़ों,incorrect_spelling
चीजे,correct_spelling
चीजें,incorrect_spelling
"चीजें,",incorrect_spelling
चीजे़,incorrect_spelling
चीजों,incorrect_spelling
चीट,incorrect_spelling
चीन,correct_spelling
चीनी,correct_spelling
चीप,correct_spelling
चीला,correct_spelling
चीले,incorrect_spelling
चीसा,incorrect_spelling
चुका,correct_spelling
चुकी,correct_spelling
चुके,correct_spelling
चुनना,correct_spelling
चुनी,incorrect_spelling
चुने,incorrect_spelling
चुनेंगे,incorrect_spelling
चुनोती,incorrect_spelling
चुनौतियाँ,incorrect_spelling
चुनौतियां,incorrect_spelling
चुनौतियों,incorrect_spelling
चुनौती,correct_spelling
चुनौतीया,incorrect_spelling
चुप,correct_spelling
चुपक,incorrect_spelling
चुपचाप,correct_spelling
चूंकि,incorrect_spelling
चूज,correct_spelling
चूल्हे,incorrect_spelling
चेंज,incorrect_spelling
चेंजस,incorrect_spelling
चेंजेज,incorrect_spelling
चेंजेज़,incorrect_spelling
चेंजेस,incorrect_spelling
चेक,correct_spelling
चेकअप,incorrect_spelling
चेयर,correct_spelling
चेरिटि,incorrect_spelling
चेहरा,correct_spelling
चेहरे,correct_spelling
चैट,correct_spelling
चैट_जी_टी_पी,incorrect_spelling
चैनल,correct_spelling
चैनल्स,incorrect_spelling
चैरिटी,correct_spelling
चैलेंजर्स,incorrect_spelling
चॉइस,correct_spelling
चॉकलेट,correct_spelling
चोट,correct_spelling
चोटी,incorrect_spelling
चोटू,incorrect_spelling
चोटें,incorrect_spelling
चोटों,incorrect_spelling
चोपरा,incorrect_spelling
चोर,incorrect_spelling
चोरी,correct_spelling
चौके,incorrect_spelling
चौड़ा,incorrect_spelling
चौथा,incorrect_spelling
चौथे,correct_spelling
चौदह,incorrect_spelling
चौपाटी,incorrect_spelling
चौबीस,incorrect_spelling
चौराहा,incorrect_spelling
छ,correct_spelling
छः,correct_spelling
छक्का,incorrect_spelling
छक्के,incorrect_spelling
छट,correct_spelling
छटपूजा,incorrect_spelling
छठे,incorrect_spelling
छण,incorrect_spelling
छत,correct_spelling
छत्तीस,incorrect_spelling
छत्तीसगढ़,correct_spelling
छपा,incorrect_spelling
छमा,correct_spelling
छह,correct_spelling
छात्र,incorrect_spelling
छाप,correct_spelling
छाया,incorrect_spelling
छायावादी,correct_spelling
छाल,incorrect_spelling
छिप,incorrect_spelling
छिपना,correct_spelling
छिपाई,incorrect_spelling
छी,correct_spelling
छीन,incorrect_spelling
छु,correct_spelling
छुट,correct_spelling
छुटकारा,incorrect_spelling
छुटती,incorrect_spelling
छुटने,correct_spelling
छुटी,incorrect_spelling
छुट्टियों,incorrect_spelling
छुट्टी,correct_spelling
छुप,correct_spelling
छुपछुप,incorrect_spelling
छुपण,incorrect_spelling
छुपना,incorrect_spelling
छुपाई,incorrect_spelling
छुपे,incorrect_spelling
छू,correct_spelling
छूट,correct_spelling
छूटता,incorrect_spelling
छूटते,incorrect_spelling
छूटने,incorrect_spelling
छूटा,incorrect_spelling
छूटे,correct_spelling
छे,correct_spelling
छेड़,incorrect_spelling
छेत्र,incorrect_spelling
छेद,incorrect_spelling
छै,incorrect_spelling
छो,incorrect_spelling
छोटा,correct_spelling
छोटामोटा,incorrect_spelling
छोटी,correct_spelling
छोटीछोटी,correct_spelling
छोटीमोटी,incorrect_spelling
छोटे,correct_spelling
छोटेछोटे,correct_spelling
छोटेमोटे,incorrect_spelling
छोड़,correct_spelling
छोड़कर,correct_spelling
छोड़ता,correct_spelling
छोड़ते,correct_spelling
छोड़ना,incorrect_spelling
छोड़नी,correct_spelling
छोड़ने,correct_spelling
छोड़ा,correct_spelling
छोड़ी,correct_spelling
छोड़ो,incorrect_spelling
छोड़ोगे,incorrect_spelling
ज,correct_spelling
जंक,incorrect_spelling
जंग,incorrect_spelling
जंगन,incorrect_spelling
जंगल,correct_spelling
जंगली,incorrect_spelling
जंगलों,incorrect_spelling
जगना,incorrect_spelling
जगने,incorrect_spelling
जगह,correct_spelling
"जगह,",incorrect_spelling
जगहे,incorrect_spelling
जगे,correct_spelling
जन,correct_spelling
जनक,incorrect_spelling
जनजाति,incorrect_spelling
जनम,incorrect_spelling
जनरली,correct_spelling
जनरेट,incorrect_spelling
जनरेशन,correct_spelling
जनरेशन्स,incorrect_spelling
जनसंख्या,incorrect_spelling
जना,incorrect_spelling
जनून,incorrect_spelling
जन्म,incorrect_spelling
जब,correct_spelling
जबकि,incorrect_spelling
जबरदस्ती,correct_spelling
जबा,incorrect_spelling
जभी,incorrect_spelling
जम,incorrect_spelling
जमाना,correct_spelling
जमाने,correct_spelling
जमीन,correct_spelling
जमीनी,incorrect_spelling
जम्मू,incorrect_spelling
जय,correct_spelling
जयशंकर,correct_spelling
जरा,correct_spelling
जराशन,incorrect_spelling
जरासन,correct_spelling
जरिए,correct_spelling
जरिया,correct_spelling
जरिये,correct_spelling
जरूर,correct_spelling
जरूरत,correct_spelling
जरूरतमंद,incorrect_spelling
जरूरतों,incorrect_spelling
जरूरी,correct_spelling
जर्नली,correct_spelling
जर्नी,correct_spelling
जल,correct_spelling
जलता,incorrect_spelling
जलती,correct_spelling
जलते,incorrect_spelling
जलने,correct_spelling
जला,correct_spelling
जलाई,incorrect_spelling
जलाते,incorrect_spelling
जलाने,correct_spelling
जलाया,incorrect_spelling
जलेगा,correct_spelling
जलेबी,correct_spelling
जल्दबाजी,incorrect_spelling
जल्दी,correct_spelling
"जल्दी,",incorrect_spelling
जल्दीजल्दी,incorrect_spelling
जल्दे,incorrect_spelling
जवान,incorrect_spelling
जवाहर,incorrect_spelling
जश्न,correct_spelling
जसन,incorrect_spelling
जस्ट,correct_spelling
जहर,incorrect_spelling
जहा,incorrect_spelling
जहाँ,correct_spelling
जहां,incorrect_spelling
"जहां,",incorrect_spelling
जहाज,incorrect_spelling
ज़ब,correct_spelling
ज़रूर,correct_spelling
ज़रूरत,correct_spelling
ज़रूरी,correct_spelling
ज़हरीले,incorrect_spelling
ज़िद,incorrect_spelling
ज़ी,correct_spelling
ज़ेब,incorrect_spelling
ज़्यदा,incorrect_spelling
ज़्यादा,correct_spelling
"ज़्यादा,आ",incorrect_spelling
ज़्यादा.,incorrect_spelling
ज़्यादातर,correct_spelling
जा,correct_spelling
जाँन,incorrect_spelling
जाइए,correct_spelling
जाई,incorrect_spelling
जाउ,incorrect_spelling
जाऊ,correct_spelling
"जाऊ,",incorrect_spelling
जाऊँ,incorrect_spelling
जाऊँगी,incorrect_spelling
जाऊं,correct_spelling
जाऊंगा,correct_spelling
जाऊंगी,correct_spelling
जाए,correct_spelling
"जाए,",correct_spelling
जाएँगे,incorrect_spelling
जाएं,correct_spelling
जाएंगे,correct_spelling
"जाएंगे,",incorrect_spelling
जाएंगे।,correct_spelling
जाएं।,incorrect_spelling
जाएगा,correct_spelling
"जाएगा,",incorrect_spelling
जाएगा।,incorrect_spelling
जाएगी,correct_spelling
जाएगे,correct_spelling
जाए।,correct_spelling
जाओ,correct_spelling
"जाओं,",correct_spelling
जाओगी,incorrect_spelling
जाओगे,correct_spelling
"जाओगे,",incorrect_spelling
जाकर,correct_spelling
जाके,correct_spelling
जागता,incorrect_spelling
जागते,correct_spelling
जागना,correct_spelling
जागने,correct_spelling
जागर,incorrect_spelling
जागरुक,incorrect_spelling
जाड़ों,incorrect_spelling
जाता,correct_spelling
जाती,correct_spelling
जाते,correct_spelling
जाते।,incorrect_spelling
"जातै,",incorrect_spelling
जादा,correct_spelling
जादातर,incorrect_spelling
जादे,incorrect_spelling
जान,correct_spelling
जानकर,incorrect_spelling
जानकारी,correct_spelling
जानता,correct_spelling
जानती,correct_spelling
जानते,correct_spelling
जानना,correct_spelling
जानने,correct_spelling
जानबूझ,incorrect_spelling
जानबूझकर,incorrect_spelling
जानवर,correct_spelling
जानवरो,incorrect_spelling
जानवरों,incorrect_spelling
जाना,correct_spelling
"जाना,",incorrect_spelling
जानी,incorrect_spelling
जाने,correct_spelling
"जाने,",incorrect_spelling
जाप,incorrect_spelling
जापा,incorrect_spelling
जाफ़िद,incorrect_spelling
जाफेद,incorrect_spelling
जाय,incorrect_spelling
जायगा,incorrect_spelling
जायदा,correct_spelling
जाया,correct_spelling
जाये,correct_spelling
जायेंगे,incorrect_spelling
जायेगा,correct_spelling
जायेगी,incorrect_spelling
जायेगे,incorrect_spelling
जारी,correct_spelling
जारे,incorrect_spelling
जावेद,incorrect_spelling
जाहिर,correct_spelling
जि,correct_spelling
जिंग,incorrect_spelling
जिंदगी,incorrect_spelling
जिऊं,incorrect_spelling
जिए,incorrect_spelling
जिओ,correct_spelling
जिखते,incorrect_spelling
जिगर,incorrect_spelling
जिज्ञासा,incorrect_spelling
जितना,correct_spelling
जितनी,correct_spelling
जितने,correct_spelling
जिताना,incorrect_spelling
जिद,incorrect_spelling
जिन,correct_spelling
जिनका,correct_spelling
जिनकी,correct_spelling
जिनके,correct_spelling
जिनको,correct_spelling
जिनमे,incorrect_spelling
जिनमें,incorrect_spelling
जिनसे,correct_spelling
जिन्दगी,correct_spelling
जिन्होंने,incorrect_spelling
जिन्होने,incorrect_spelling
जिम,incorrect_spelling
जिम्मीदार,incorrect_spelling
जिम्मेदारियां,incorrect_spelling
जिम्मेदारियों,incorrect_spelling
जिम्मेदारी,correct_spelling
जिम्मेवारी,incorrect_spelling
जिया,incorrect_spelling
जियार,incorrect_spelling
जिस,correct_spelling
जिसका,correct_spelling
जिसकी,correct_spelling
जिसके,correct_spelling
जिसको,correct_spelling
जिसने,correct_spelling
जिसपे,incorrect_spelling
जिसमे,incorrect_spelling
जिसमें,incorrect_spelling
जिससे,correct_spelling
जिसे,correct_spelling
जी,correct_spelling
"जी,",correct_spelling
"जी,आप",incorrect_spelling
"जी,और",incorrect_spelling
"जी,जी",incorrect_spelling
"जी,जी।",incorrect_spelling
"जी,बिल्कुल",incorrect_spelling
जी-,incorrect_spelling
जी.,correct_spelling
जी.!,english_transliteration
जी.जी,incorrect_spelling
जी.बिल्कुल,incorrect_spelling
जी_टी_ए_फाइव,correct_spelling
जी_टी_पी,incorrect_spelling
जी_पी_एस,incorrect_spelling
जीं,incorrect_spelling
जीअ,incorrect_spelling
जीए,incorrect_spelling
जीओ,incorrect_spelling
जीजा,incorrect_spelling
जीजी,correct_spelling
"जीजीजी,",incorrect_spelling
जीत,correct_spelling
जीतता,incorrect_spelling
जीतना,correct_spelling
जीता,incorrect_spelling
जीते,correct_spelling
जीतोगे,incorrect_spelling
जीने,incorrect_spelling
जीन्स,correct_spelling
"जीन्स,",incorrect_spelling
जीबी,incorrect_spelling
जीरो,correct_spelling
जीवन,correct_spelling
जीसे,incorrect_spelling
जी।,correct_spelling
जु,incorrect_spelling
जुड़,incorrect_spelling
जुड़ती,incorrect_spelling
जुड़ा,correct_spelling
जुड़ाया,incorrect_spelling
जुड़ाव,incorrect_spelling
जुड़ी,correct_spelling
जुड़े,correct_spelling
"जुड़ें,",incorrect_spelling
जुडा,incorrect_spelling
जुनून,correct_spelling
जुबिन,correct_spelling
जुरूरी,incorrect_spelling
जुलते,incorrect_spelling
जुलने,incorrect_spelling
जूगाढ,incorrect_spelling
जूट,correct_spelling
जूठ,incorrect_spelling
जूता,incorrect_spelling
जूते,correct_spelling
जूतों,incorrect_spelling
जूनियर,correct_spelling
जूम,incorrect_spelling
जूस,incorrect_spelling
जे,correct_spelling
जेक,incorrect_spelling
जेनरेशन,correct_spelling
जेनुइन,incorrect_spelling
जेनेरेशन,correct_spelling
जेब,incorrect_spelling
जेसे,correct_spelling
जै,correct_spelling
जैबलिंग,incorrect_spelling
जैस,correct_spelling
जैसा,correct_spelling
जैसा।,incorrect_spelling
जैसि,incorrect_spelling
जैसी,correct_spelling
जैसे,correct_spelling
"जैसे,",incorrect_spelling
जैसेजैसे,correct_spelling
जैसे।,incorrect_spelling
जैसै,incorrect_spelling
जॉइंट,incorrect_spelling
जॉइन,correct_spelling
जॉकी,incorrect_spelling
जॉब,correct_spelling
जॉब्स,correct_spelling
जो,correct_spelling
"जो,जिसे",incorrect_spelling
जो.,incorrect_spelling
जोकर,incorrect_spelling
जोकि,incorrect_spelling
जोक्स,incorrect_spelling
जोजो,incorrect_spelling
जोड,incorrect_spelling
जोड़,correct_spelling
जोड़ना,correct_spelling
जोड़ा,incorrect_spelling
जोड़ी,incorrect_spelling
जोत,incorrect_spelling
जोन,correct_spelling
जोब,correct_spelling
जोर,correct_spelling
जोरो,incorrect_spelling
जोश,correct_spelling
जोशटॉक,incorrect_spelling
जोस,incorrect_spelling
जो।,correct_spelling
जौहर,incorrect_spelling
ज्ञा,incorrect_spelling
ज्ञान,correct_spelling
ज्या,incorrect_spelling
ज्यातर,incorrect_spelling
ज्यादा,correct_spelling
ज्यादा.,incorrect_spelling
ज्यादातर,correct_spelling
ज्योतिर्लिंग,incorrect_spelling
ज्वाइन,correct_spelling
ज्वेलर्स,incorrect_spelling
ज्वैलरी,incorrect_spelling
झगड़,incorrect_spelling
झगड़ा,correct_spelling
झगड़ालू,incorrect_spelling
झगड़े,incorrect_spelling
झगडा,incorrect_spelling
झलकी,incorrect_spelling
झाड़ी,incorrect_spelling
झुक,incorrect_spelling
झुकाव,incorrect_spelling
झूट,incorrect_spelling
झूठ,correct_spelling
झूठे,incorrect_spelling
झेलनी,incorrect_spelling
झोपड़,incorrect_spelling
ट,correct_spelling
टंग,incorrect_spelling
टकरा,correct_spelling
टक्कर,incorrect_spelling
टच,correct_spelling
टफ,correct_spelling
टयूशन,incorrect_spelling
टर्म,incorrect_spelling
टवेल्थ,incorrect_spelling
टस्क,incorrect_spelling
टहना,correct_spelling
टहलते,correct_spelling
टहलने,incorrect_spelling
टा,incorrect_spelling
टांक,incorrect_spelling
टांग,incorrect_spelling
टाइट,incorrect_spelling
टाइप,correct_spelling
टाइम,correct_spelling
"टाइम,",correct_spelling
टाइमिंग,incorrect_spelling
टाइमिंग्स,incorrect_spelling
टाइम्स,incorrect_spelling
टाईप,incorrect_spelling
टाईम,correct_spelling
टाईमिंग,incorrect_spelling
टायर,correct_spelling
टायर्स,incorrect_spelling
टारगेट,incorrect_spelling
टाराय,incorrect_spelling
टालेंट,incorrect_spelling
टास्क,incorrect_spelling
टास्ट,incorrect_spelling
टिंकल,incorrect_spelling
टिंटिंग,incorrect_spelling
टिकट,correct_spelling
टिकिट,correct_spelling
टिप,incorrect_spelling
टिप्स,correct_spelling
टिसमेंट,incorrect_spelling
टिसूज,incorrect_spelling
टी,correct_spelling
टी_वी,incorrect_spelling
टीचर,correct_spelling
टीचरों,incorrect_spelling
टीचर्स,correct_spelling
टीचिंग,incorrect_spelling
टीटी,correct_spelling
टीनएजर,incorrect_spelling
टीबी,correct_spelling
टीम,correct_spelling
टीवी,correct_spelling
टीशर्ट,correct_spelling
टु,incorrect_spelling
टू,correct_spelling
टूक,incorrect_spelling
टूट,correct_spelling
टूटने,incorrect_spelling
टूटा,correct_spelling
टूरिस्ट,correct_spelling
टूर्नामेंट,incorrect_spelling
टूर्नामेंत्स,incorrect_spelling
टूल,correct_spelling
टूल्स,correct_spelling
टेंट,incorrect_spelling
टेंथ,incorrect_spelling
टेंपर,incorrect_spelling
टेंपरेचर,incorrect_spelling
टेंशन,incorrect_spelling
टेंस,incorrect_spelling
टेक्निक,correct_spelling
टेक्नोलॉजी,correct_spelling
टेक्सचर,incorrect_spelling
टेक्स्ट,correct_spelling
टेन,correct_spelling
टेबल,correct_spelling
टेबुल,incorrect_spelling
टेली,incorrect_spelling
टेस्ट,correct_spelling
टेस्टी,correct_spelling
टैंट,incorrect_spelling
टैंशन,incorrect_spelling
टैक,incorrect_spelling
टैच,incorrect_spelling
टैफ,incorrect_spelling
टैरिस,incorrect_spelling
टैली,incorrect_spelling
टैलेंट,incorrect_spelling
टॉ,incorrect_spelling
टॉक,correct_spelling
टॉकी,incorrect_spelling
टॉप,correct_spelling
टॉपर्स,incorrect_spelling
टॉपिक,correct_spelling
टॉपिक्स,correct_spelling
टॉफी,incorrect_spelling
टॉबी,incorrect_spelling
टोक,incorrect_spelling
टोटिंग,incorrect_spelling
टोटी,incorrect_spelling
टोप,incorrect_spelling
टोपिक,correct_spelling
ट्यूटोरियल,incorrect_spelling
ट्यूब,incorrect_spelling
ट्यूशन,correct_spelling
ट्रस्ट,correct_spelling
ट्रांजेक्शन,incorrect_spelling
ट्रांसक्रिप्शन,incorrect_spelling
ट्रांसपोर्ट,incorrect_spelling
ट्रांसफर,incorrect_spelling
ट्रांसलेशन,incorrect_spelling
ट्राइ,correct_spelling
ट्राई,correct_spelling
ट्राफिक,incorrect_spelling
ट्राय,incorrect_spelling
ट्रिप,correct_spelling
ट्रीट,correct_spelling
ट्रीट्स,incorrect_spelling
ट्रू,incorrect_spelling
ट्रेंड,incorrect_spelling
ट्रेंडिंग,incorrect_spelling
ट्रेंड्स,incorrect_spelling
ट्रेन,correct_spelling
ट्रेनर,incorrect_spelling
ट्रेनिंग,incorrect_spelling
ट्रेनों,incorrect_spelling
ट्रेवल,incorrect_spelling
ट्रेवलिंग,incorrect_spelling
ट्रेविल,incorrect_spelling
ट्रेसिंग,incorrect_spelling
ट्रैक,correct_spelling
ट्रैन,incorrect_spelling
ट्रैनिंग,incorrect_spelling
ट्रैफिक,incorrect_spelling
ट्रैवल,correct_spelling
ट्रॉपिक,incorrect_spelling
ट्रॉय,correct_spelling
ट्रोफी,incorrect_spelling
ट्रोल,correct_spelling
ट्वीहलर,incorrect_spelling
ट्वेंटी,incorrect_spelling
ट्वेन्टी,incorrect_spelling
ट्वेल्थ,correct_spelling
ठंड,incorrect_spelling
ठंडा,incorrect_spelling
ठंडी,correct_spelling
ठंडीयों,incorrect_spelling
ठहरते,incorrect_spelling
ठहरने,incorrect_spelling
ठहरा,incorrect_spelling
ठहरे,incorrect_spelling
ठाक,incorrect_spelling
ठाटी,incorrect_spelling
ठान,incorrect_spelling
ठी,incorrect_spelling
ठीक,correct_spelling
ठीके,incorrect_spelling
ठीक।,incorrect_spelling
ठेले,correct_spelling
ठो,correct_spelling
ठोक,correct_spelling
ठोके,incorrect_spelling
डंडा,incorrect_spelling
डटे,incorrect_spelling
डबल,incorrect_spelling
डब्बा,incorrect_spelling
डर,correct_spelling
डरते,incorrect_spelling
डरसन,incorrect_spelling
डरा,incorrect_spelling
डरावना,correct_spelling
डरावनी,correct_spelling
डांट,incorrect_spelling
डांटते,incorrect_spelling
डांडिया,incorrect_spelling
डांस,incorrect_spelling
डांसर,incorrect_spelling
डांसिंग,incorrect_spelling
डाइकॉन,incorrect_spelling
डाइनर,incorrect_spelling
डाइनिंग,incorrect_spelling
डाई,correct_spelling
डाउट,correct_spelling
डाउन,correct_spelling
डाउनलोड,correct_spelling
डाक्टर,incorrect_spelling
डाट,correct_spelling
डाटा,incorrect_spelling
डाय,incorrect_spelling
डायरी,incorrect_spelling
डायरेक्ट,correct_spelling
डायरेक्टली,correct_spelling
डायरेक्ट्,incorrect_spelling
डायरेक्शन,correct_spelling
डाल,correct_spelling
डालता,correct_spelling
डालती,incorrect_spelling
डालते,incorrect_spelling
डालना,correct_spelling
डालने,correct_spelling
डाला,correct_spelling
डालिए,incorrect_spelling
डालिएगा,incorrect_spelling
डालियेगा,incorrect_spelling
डाली,incorrect_spelling
डाले,incorrect_spelling
डालेंगे,incorrect_spelling
डालो,correct_spelling
डिग्री,correct_spelling
डिजरिस्पेक्ट,incorrect_spelling
डिज़ायनिंग,incorrect_spelling
डिजाइन,correct_spelling
डिजाइनिंग,incorrect_spelling
डिजायर,incorrect_spelling
डिटेक्ट,correct_spelling
डिटेल,correct_spelling
डिटेल्स,correct_spelling
डिडक्ट,incorrect_spelling
डिनर,correct_spelling
डिपेंड,incorrect_spelling
डिप्रेशन,correct_spelling
डिप्रेस,correct_spelling
डिफरेंट,incorrect_spelling
डिफरेंस,incorrect_spelling
डिफ़रेंट,incorrect_spelling
डिफिकल्टी,incorrect_spelling
डिफिकल्टीज,incorrect_spelling
डिफिशिएंट,incorrect_spelling
डिफेंस,incorrect_spelling
डिब्बा,incorrect_spelling
डिमांड,incorrect_spelling
डियल,incorrect_spelling
डिलिसियस,incorrect_spelling
डिवाइड,incorrect_spelling
डिवाइस,correct_spelling
डिवार्ड,correct_spelling
डिवोटी,incorrect_spelling
डिश,correct_spelling
डिस,correct_spelling
डिसएडवांटेज,incorrect_spelling
डिसकस,correct_spelling
डिसकस.,incorrect_spelling
डिसाइड,incorrect_spelling
डिसिजन,incorrect_spelling
डिसिपिलेन,incorrect_spelling
डिसिप्लिन,correct_spelling
डिसीजन,correct_spelling
डिसेंट,incorrect_spelling
डिस्कस,correct_spelling
डिस्कसन,correct_spelling
डिस्काउंट,incorrect_spelling
डिस्क्राइब,incorrect_spelling
डिस्टर्ब,correct_spelling
डिस्टर्बिंग,incorrect_spelling
डिस्ट्रिक्ट,incorrect_spelling
डिस्ट्रीब्यूट,incorrect_spelling
डिस्पोजल,incorrect_spelling
डिस्बैलेंस,incorrect_spelling
डी,correct_spelling
डी_आई_वाई,incorrect_spelling
डीआईवाई,correct_spelling
डीएम,incorrect_spelling
डीजे,correct_spelling
डीनई,incorrect_spelling
डीनर,incorrect_spelling
डीप,incorrect_spelling
डीपली,incorrect_spelling
डील,incorrect_spelling
डीसी,correct_spelling
डे,correct_spelling
डेंटिंग,incorrect_spelling
डेकरेट,incorrect_spelling
डेकरेशन,incorrect_spelling
डेकोर,correct_spelling
डेकोरेशन,correct_spelling
डेखने,incorrect_spelling
डेज,incorrect_spelling
डेट,correct_spelling
डेटा,correct_spelling
डेट्स,incorrect_spelling
डेड,correct_spelling
डेडीकेशन,incorrect_spelling
डेढ़,correct_spelling
डेथ,incorrect_spelling
डेफिनेटली,incorrect_spelling
डेबे,incorrect_spelling
डेल,correct_spelling
डेली,correct_spelling
डेली!,incorrect_spelling
डेवलपमेंट,incorrect_spelling
डेवलप्ड,incorrect_spelling
डेस्क,incorrect_spelling
डैड,incorrect_spelling
डैडी,incorrect_spelling
डैली,incorrect_spelling
डॉंगल,correct_spelling
डॉक्टर,correct_spelling
डॉक्यूमेंट्स,incorrect_spelling
डोंगल,incorrect_spelling
डोंगलगढ़,incorrect_spelling
डोंगागढ़,incorrect_spelling
डोंट,incorrect_spelling
डोनेट,correct_spelling
डोनेशन,correct_spelling
डोसा,correct_spelling
ड्राइव,correct_spelling
ड्राइवर,correct_spelling
ड्राईवर,correct_spelling
ड्रिंक,incorrect_spelling
ड्रिंकिंग,incorrect_spelling
ड्रिंक्स,incorrect_spelling
ड्रिन्क्स,incorrect_spelling
ड्रीम,correct_spelling
ड्रेस,correct_spelling
ड्रेसिंग्स,incorrect_spelling
ड्रेसेस,incorrect_spelling
ढंग,correct_spelling
ढलते,correct_spelling
ढाई,correct_spelling
ढाबा,correct_spelling
ढाबे,correct_spelling
ढाबों,incorrect_spelling
