word,classification,reason,confidence,frequency,length,is_hindi
खेलों,incorrect_spelling,invalid_character_combination,0.9,1,5,True
खैर,correct_spelling,medium_frequency,0.6,6,3,True
खो,correct_spelling,medium_frequency,0.6,5,2,True
खोज,correct_spelling,low_frequency,0.5,4,3,True
खोजना,correct_spelling,low_frequency,0.5,4,5,True
खोजने,correct_spelling,low_frequency,0.5,2,5,True
खोजा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
खोर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
खोल,correct_spelling,low_frequency,0.5,3,3,True
खोलनी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
खोला,incorrect_spelling,hapax_legomenon,0.6,1,4,True
खोले,correct_spelling,low_frequency,0.5,2,4,True
खोलेंगी,incorrect_spelling,invalid_character_combination,0.9,1,7,True
ख्याल,correct_spelling,medium_frequency,0.6,9,5,True
ग,correct_spelling,single_character,0.6,1,1,True
गंगवर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गंगा,correct_spelling,high_frequency,0.7,13,4,True
गंगाजी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गंतव्य,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गंदगी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गंदा,correct_spelling,low_frequency,0.5,3,4,True
गंदे,correct_spelling,low_frequency,0.5,2,4,True
गंभीर,correct_spelling,low_frequency,0.5,4,5,True
गइल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गई,correct_spelling,in_dictionary,1.0,106,2,True
"गई,",correct_spelling,low_frequency,0.5,4,3,True
"गई,अब",incorrect_spelling,hapax_legomenon,0.6,1,5,True
"गई,अभी",incorrect_spelling,hapax_legomenon,0.6,1,6,True
गए,correct_spelling,in_dictionary,1.0,173,2,True
"गए,",correct_spelling,low_frequency,0.5,2,3,True
गए.,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गए।,correct_spelling,low_frequency,0.5,4,3,True
गजब,correct_spelling,low_frequency,0.5,2,3,True
गड़,correct_spelling,low_frequency,0.5,2,3,True
गड़बड़,correct_spelling,low_frequency,0.5,3,6,True
गड़बड़ा,incorrect_spelling,hapax_legomenon,0.6,1,7,True
गड़ा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गड्ढा,correct_spelling,low_frequency,0.5,2,5,True
गढ़,correct_spelling,low_frequency,0.5,2,3,True
गण,incorrect_spelling,hapax_legomenon,0.6,1,2,True
गणना,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गणेश,correct_spelling,low_frequency,0.5,3,4,True
गतिविधियां,incorrect_spelling,invalid_character_combination,0.9,1,10,True
गती,correct_spelling,low_frequency,0.5,2,3,True
गन,incorrect_spelling,hapax_legomenon,0.6,1,2,True
गम,correct_spelling,low_frequency,0.5,4,2,True
गमी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गय,correct_spelling,low_frequency,0.5,3,2,True
गया,correct_spelling,in_dictionary,1.0,272,3,True
"गया,",correct_spelling,medium_frequency,0.6,6,4,True
गया।,correct_spelling,low_frequency,0.5,4,4,True
गयी,correct_spelling,medium_frequency,0.6,7,3,True
गये,correct_spelling,medium_frequency,0.6,9,3,True
"गये,",incorrect_spelling,hapax_legomenon,0.6,1,4,True
गरम,correct_spelling,medium_frequency,0.6,5,3,True
गरीब,correct_spelling,low_frequency,0.5,3,4,True
गरीबों,incorrect_spelling,invalid_character_combination,0.9,3,6,True
गरीश,correct_spelling,low_frequency,0.5,3,4,True
गर्म,correct_spelling,low_frequency,0.5,4,4,True
गर्माता,incorrect_spelling,hapax_legomenon,0.6,1,7,True
गर्मियों,incorrect_spelling,invalid_character_combination,0.9,5,8,True
गर्मी,correct_spelling,medium_frequency,0.6,8,5,True
गर्लफ्रेंड,incorrect_spelling,invalid_character_combination,0.9,1,10,True
गर्व,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गलत,correct_spelling,in_dictionary,1.0,44,3,True
गलतफहमियां,incorrect_spelling,invalid_character_combination,0.9,1,10,True
गलता,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गलतियाँ,incorrect_spelling,hapax_legomenon,0.6,1,7,True
गलतियां,incorrect_spelling,invalid_character_combination,0.9,10,7,True
गलतियांं,incorrect_spelling,invalid_character_combination,0.9,1,8,True
गलतियों,incorrect_spelling,invalid_character_combination,0.9,7,7,True
गलती,correct_spelling,high_frequency,0.7,58,4,True
गलतीयां,incorrect_spelling,invalid_character_combination,0.9,1,7,True
गली,correct_spelling,low_frequency,0.5,3,3,True
गवर्नमेंट,incorrect_spelling,invalid_character_combination,0.9,10,9,True
गवर्नमेंट।,incorrect_spelling,invalid_character_combination,0.9,1,10,True
गवा,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गवाये,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गहरा,correct_spelling,low_frequency,0.5,2,4,True
गहराई,correct_spelling,medium_frequency,0.6,9,5,True
गहरी,correct_spelling,low_frequency,0.5,2,4,True
ग़लत,correct_spelling,low_frequency,0.5,2,4,True
गा,correct_spelling,medium_frequency,0.6,6,2,True
गाँव,correct_spelling,in_dictionary,1.0,11,4,True
गांगवरेक,incorrect_spelling,invalid_character_combination,0.9,1,8,True
गांजा,incorrect_spelling,invalid_character_combination,0.9,4,5,True
गांधी,incorrect_spelling,invalid_character_combination,0.9,1,5,True
गांव,incorrect_spelling,invalid_character_combination,0.9,29,4,True
गांवों,incorrect_spelling,invalid_character_combination,0.9,3,6,True
गाइड,correct_spelling,low_frequency,0.5,2,4,True
गाई,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गाए,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गाओ,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गाओं,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गाड़,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गाड़ी,correct_spelling,medium_frequency,0.6,7,5,True
गाढ़ा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गाती,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गाते,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गाना,correct_spelling,high_frequency,0.7,58,4,True
गाने,correct_spelling,high_frequency,0.7,41,4,True
"गाने,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
गानों,incorrect_spelling,invalid_character_combination,0.9,3,5,True
गाम,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गाय,correct_spelling,high_frequency,0.7,17,3,True
गाया,correct_spelling,medium_frequency,0.6,5,4,True
गायें,incorrect_spelling,invalid_character_combination,0.9,1,5,True
गायों,incorrect_spelling,invalid_character_combination,0.9,1,5,True
गारंटी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गारमेंट्स,incorrect_spelling,invalid_character_combination,0.9,1,9,True
गारी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गार्ड,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गार्डन,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गिटार,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गिड़गिड़ा,correct_spelling,low_frequency,0.5,2,9,True
गिनती,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गिनी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गिफ्ट,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गिया,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गिर,correct_spelling,high_frequency,0.7,21,3,True
गिरजा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गिरता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गिरते,correct_spelling,medium_frequency,0.6,8,5,True
गिरधर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गिरने,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गिरमाता,incorrect_spelling,hapax_legomenon,0.6,1,7,True
गिरा,correct_spelling,low_frequency,0.5,4,4,True
गिराया,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गिरिधर,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गिरीश,incorrect_spelling,hapax_legomenon,0.6,1,5,True
"गिरूँगा,",correct_spelling,low_frequency,0.5,2,8,True
गिरे,correct_spelling,low_frequency,0.5,3,4,True
गिरेंगे,incorrect_spelling,invalid_character_combination,0.9,1,7,True
गिर्माता,incorrect_spelling,hapax_legomenon,0.6,1,8,True
गिला,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गिविंग,incorrect_spelling,invalid_character_combination,0.9,1,6,True
गीता,correct_spelling,low_frequency,0.5,2,4,True
गीला,correct_spelling,low_frequency,0.5,2,4,True
गुंजाइश,incorrect_spelling,invalid_character_combination,0.9,1,7,True
गुजर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गुजरता,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गुजरना,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गुजरा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गुड,correct_spelling,low_frequency,0.5,2,3,True
गुड़गाव,incorrect_spelling,hapax_legomenon,0.6,1,7,True
गुण,correct_spelling,low_frequency,0.5,2,3,True
गुणवता,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गुणों,incorrect_spelling,invalid_character_combination,0.9,2,5,True
गुन,correct_spelling,low_frequency,0.5,4,3,True
गुना,correct_spelling,low_frequency,0.5,2,4,True
गुम,correct_spelling,low_frequency,0.5,2,3,True
गुमने,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गुमा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गुरु,correct_spelling,medium_frequency,0.6,6,4,True
गुरू,correct_spelling,low_frequency,0.5,2,4,True
गुल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गुलदस्ता,correct_spelling,medium_frequency,0.6,6,8,True
गुलाब,correct_spelling,low_frequency,0.5,2,5,True
गुस्स,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गुस्सा,correct_spelling,high_frequency,0.7,10,6,True
गुस्से,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गूंज,incorrect_spelling,invalid_character_combination,0.9,1,4,True
गूंथते,incorrect_spelling,invalid_character_combination,0.9,1,6,True
गूंथिए,incorrect_spelling,invalid_character_combination,0.9,1,6,True
गूगल,correct_spelling,medium_frequency,0.6,6,4,True
गूम,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गृह,correct_spelling,low_frequency,0.5,2,3,True
गृहप्रवेश,incorrect_spelling,hapax_legomenon,0.6,1,9,True
गे,correct_spelling,low_frequency,0.5,2,2,True
गेंद,incorrect_spelling,invalid_character_combination,0.9,1,4,True
गेजेट,correct_spelling,low_frequency,0.5,2,5,True
गेजेट्स,incorrect_spelling,hapax_legomenon,0.6,1,7,True
गेट,correct_spelling,high_frequency,0.7,10,3,True
गेन,correct_spelling,low_frequency,0.5,2,3,True
गेम,correct_spelling,high_frequency,0.7,19,3,True
गेमिंग,incorrect_spelling,invalid_character_combination,0.9,4,6,True
गेम्स,correct_spelling,medium_frequency,0.6,7,5,True
गेम्स।,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गेलवंत,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गेस,correct_spelling,low_frequency,0.5,2,3,True
गेस्टर,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गेहे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गैंजेड,incorrect_spelling,invalid_character_combination,0.9,1,6,True
गैजट,correct_spelling,low_frequency,0.5,2,4,True
गैजेट,correct_spelling,high_frequency,0.7,14,5,True
गैजेट्,incorrect_spelling,invalid_character_combination,0.9,1,6,True
गैजेट्स,correct_spelling,medium_frequency,0.6,8,7,True
गैप,correct_spelling,low_frequency,0.5,3,3,True
गैम,correct_spelling,low_frequency,0.5,3,3,True
गैर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गैलक्सी,incorrect_spelling,hapax_legomenon,0.6,1,7,True
गैलरी,correct_spelling,low_frequency,0.5,3,5,True
गैलेक्सी,incorrect_spelling,hapax_legomenon,0.6,1,8,True
गैस,correct_spelling,low_frequency,0.5,3,3,True
गैसेट,incorrect_spelling,hapax_legomenon,0.6,1,5,True
गॉड,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गो,correct_spelling,low_frequency,0.5,2,2,True
गोगल,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गोद,incorrect_spelling,hapax_legomenon,0.6,1,3,True
गोपाल,correct_spelling,low_frequency,0.5,2,5,True
गोल,correct_spelling,low_frequency,0.5,3,3,True
गोलगप्पे,incorrect_spelling,hapax_legomenon,0.6,1,8,True
गोलिया,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गोलियां,incorrect_spelling,invalid_character_combination,0.9,1,7,True
गोल्ड,correct_spelling,low_frequency,0.5,3,5,True
गोल्डन,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गोवर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गौ,incorrect_spelling,hapax_legomenon,0.6,1,2,True
गौतम,correct_spelling,low_frequency,0.5,3,4,True
गौसम,incorrect_spelling,hapax_legomenon,0.6,1,4,True
गौसाला,incorrect_spelling,hapax_legomenon,0.6,1,6,True
गौसालाए,incorrect_spelling,hapax_legomenon,0.6,1,7,True
गौसालों,incorrect_spelling,invalid_character_combination,0.9,1,7,True
ग्यारह,correct_spelling,medium_frequency,0.6,6,6,True
ग्रंथ,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ग्रज्बेशन,incorrect_spelling,hapax_legomenon,0.6,1,9,True
ग्रहण,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ग्राउंड,correct_spelling,high_frequency,0.7,11,7,True
ग्राफ,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ग्राफिक,incorrect_spelling,hapax_legomenon,0.6,1,7,True
ग्राफिक्स,correct_spelling,medium_frequency,0.6,5,9,True
ग्राफिक।,incorrect_spelling,hapax_legomenon,0.6,1,8,True
ग्रामीण,correct_spelling,low_frequency,0.5,3,7,True
ग्राहक,correct_spelling,low_frequency,0.5,3,6,True
ग्रीन,correct_spelling,low_frequency,0.5,2,5,True
ग्रीस,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ग्रुप,correct_spelling,medium_frequency,0.6,8,5,True
ग्रुपस,incorrect_spelling,hapax_legomenon,0.6,1,6,True
ग्रूप्स,incorrect_spelling,hapax_legomenon,0.6,1,7,True
ग्रेजुएट,incorrect_spelling,hapax_legomenon,0.6,1,8,True
ग्रेजुएट्स,incorrect_spelling,hapax_legomenon,0.6,1,10,True
ग्रेजुएली,incorrect_spelling,hapax_legomenon,0.6,1,9,True
ग्रेजुएशन,correct_spelling,medium_frequency,0.6,6,9,True
"ग्रेजुएशन,",incorrect_spelling,hapax_legomenon,0.6,1,10,True
ग्रेजुएशन।,incorrect_spelling,hapax_legomenon,0.6,1,10,True
ग्रेट,correct_spelling,low_frequency,0.5,3,5,True
ग्रो,correct_spelling,medium_frequency,0.6,6,4,True
ग्रोथ,correct_spelling,low_frequency,0.5,3,5,True
ग्लानि,correct_spelling,low_frequency,0.5,2,6,True
ग्लास,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ग्लिच,correct_spelling,low_frequency,0.5,4,5,True
ग्लू,correct_spelling,low_frequency,0.5,2,4,True
घंटा,correct_spelling,in_dictionary,1.0,9,4,True
घंटी,correct_spelling,medium_frequency,0.6,7,4,True
घंटे,correct_spelling,high_frequency,0.7,18,4,True
घट,incorrect_spelling,hapax_legomenon,0.6,1,2,True
घटना,correct_spelling,medium_frequency,0.6,5,4,True
घटनाएं,correct_spelling,low_frequency,0.5,4,6,True
घटनाओं,correct_spelling,low_frequency,0.5,3,6,True
घटनायें,incorrect_spelling,invalid_character_combination,0.9,1,7,True
घटी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
घना,incorrect_spelling,hapax_legomenon,0.6,1,3,True
घनां,incorrect_spelling,invalid_character_combination,0.9,1,4,True
घनी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
घबरा,correct_spelling,medium_frequency,0.6,7,4,True
घबराना,correct_spelling,low_frequency,0.5,3,6,True
घबराहट,correct_spelling,low_frequency,0.5,3,6,True
घमंड,incorrect_spelling,hapax_legomenon,0.6,1,4,True
घमनतु,incorrect_spelling,hapax_legomenon,0.6,1,5,True
घर,correct_spelling,in_dictionary,1.0,170,2,True
"घर,",correct_spelling,low_frequency,0.5,3,3,True
घरवाले,correct_spelling,medium_frequency,0.6,8,6,True
घरवालो,incorrect_spelling,hapax_legomenon,0.6,1,6,True
घरवालों,incorrect_spelling,invalid_character_combination,0.9,10,7,True
घरी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
घरों,incorrect_spelling,invalid_character_combination,0.9,3,4,True
घागरा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
घाघरा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
घाट,correct_spelling,high_frequency,0.7,21,3,True
घाटने,incorrect_spelling,hapax_legomenon,0.6,1,5,True
घाटा,correct_spelling,low_frequency,0.5,2,4,True
घाटी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
घाटे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
घास,incorrect_spelling,hapax_legomenon,0.6,1,3,True
घिरी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
घुघनी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
घुम,incorrect_spelling,hapax_legomenon,0.6,1,3,True
घुमा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
घुमाकर,correct_spelling,low_frequency,0.5,2,6,True
घुमाते,incorrect_spelling,hapax_legomenon,0.6,1,6,True
घुमाने,incorrect_spelling,hapax_legomenon,0.6,1,6,True
घुर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
घुरें,incorrect_spelling,invalid_character_combination,0.9,1,5,True
घुल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
घुस,correct_spelling,low_frequency,0.5,2,3,True
घूम,correct_spelling,medium_frequency,0.6,9,3,True
घूमता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
घूमते,correct_spelling,high_frequency,0.7,11,5,True
घूमना,incorrect_spelling,hapax_legomenon,0.6,1,5,True
घूमने,correct_spelling,high_frequency,0.7,45,5,True
घूमा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
घूमे,correct_spelling,medium_frequency,0.6,7,4,True
घूमें,incorrect_spelling,invalid_character_combination,0.9,1,5,True
घूमेंगे,incorrect_spelling,invalid_character_combination,0.9,3,7,True
घूराता,incorrect_spelling,hapax_legomenon,0.6,1,6,True
घूराने,incorrect_spelling,hapax_legomenon,0.6,1,6,True
घूरे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
घृणात्मक,incorrect_spelling,hapax_legomenon,0.6,1,8,True
घेर,correct_spelling,low_frequency,0.5,3,3,True
घोटाला,incorrect_spelling,hapax_legomenon,0.6,1,6,True
च,correct_spelling,single_character,0.6,2,1,True
चंडीगढ़,incorrect_spelling,hapax_legomenon,0.6,1,7,True
चंद्र,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चंद्रबोस,incorrect_spelling,hapax_legomenon,0.6,1,8,True
चइये,incorrect_spelling,hapax_legomenon,0.6,1,4,True
"चईये,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
चकले,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चक्कर,correct_spelling,high_frequency,0.7,12,5,True
चखके,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चखना,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चगी,incorrect_spelling,hapax_legomenon,0.6,1,3,True
चड़,incorrect_spelling,hapax_legomenon,0.6,1,3,True
चड़ना,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चड़ने,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चढ़,correct_spelling,medium_frequency,0.6,5,3,True
चढ़ते,correct_spelling,low_frequency,0.5,2,5,True
चढ़ना,correct_spelling,low_frequency,0.5,4,5,True
चढ़नी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चढ़ने,correct_spelling,low_frequency,0.5,2,5,True
चढ़ा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चढ़ाई,correct_spelling,medium_frequency,0.6,5,5,True
चढ़ाव,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चढ़े,correct_spelling,low_frequency,0.5,2,4,True
चना,incorrect_spelling,hapax_legomenon,0.6,1,3,True
चने,incorrect_spelling,hapax_legomenon,0.6,1,3,True
चप्पल,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चमकता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चर,incorrect_spelling,hapax_legomenon,0.6,1,2,True
चरवाहे,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चरित,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चरित्र,correct_spelling,low_frequency,0.5,3,6,True
चरिया,correct_spelling,low_frequency,0.5,2,5,True
चर्चा,correct_spelling,high_frequency,0.7,13,5,True
चर्या,correct_spelling,low_frequency,0.5,3,5,True
चल,correct_spelling,high_frequency,0.7,62,2,True
चलता,correct_spelling,high_frequency,0.7,36,4,True
चलती,correct_spelling,medium_frequency,0.6,6,4,True
चलते,correct_spelling,high_frequency,0.7,15,4,True
चलना,correct_spelling,medium_frequency,0.6,9,4,True
चलने,correct_spelling,low_frequency,0.5,4,4,True
चला,correct_spelling,high_frequency,0.7,59,3,True
चलाऊंगी,incorrect_spelling,hapax_legomenon,0.6,1,7,True
चलाए,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चलाएं,correct_spelling,low_frequency,0.5,2,5,True
चलाएंगे,incorrect_spelling,hapax_legomenon,0.6,1,7,True
चलाकर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चलाकी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चलाता,correct_spelling,low_frequency,0.5,4,5,True
चलाती,correct_spelling,medium_frequency,0.6,5,5,True
चलाते,correct_spelling,medium_frequency,0.6,7,5,True
चलान,correct_spelling,medium_frequency,0.6,7,4,True
चलाना,correct_spelling,medium_frequency,0.6,9,5,True
चलाना।,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चलाने,correct_spelling,high_frequency,0.7,12,5,True
चलिए,correct_spelling,high_frequency,0.7,32,4,True
"चलिए,",correct_spelling,low_frequency,0.5,2,5,True
चलिये।,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चली,correct_spelling,medium_frequency,0.6,6,3,True
चलूँगी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चले,correct_spelling,high_frequency,0.7,29,3,True
चलेंगे,incorrect_spelling,invalid_character_combination,0.9,3,6,True
चलेगा,correct_spelling,medium_frequency,0.6,7,5,True
"चलेगा,",incorrect_spelling,hapax_legomenon,0.6,1,6,True
चलेगा।,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चलेगी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चलो,correct_spelling,high_frequency,0.7,35,3,True
"चलो,",incorrect_spelling,hapax_legomenon,0.6,1,4,True
चलोगे,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चश्मा,correct_spelling,low_frequency,0.5,3,5,True
चहिए,correct_spelling,high_frequency,0.7,10,4,True
"चहिए,",correct_spelling,low_frequency,0.5,3,5,True
चा,correct_spelling,low_frequency,0.5,2,2,True
चांद,incorrect_spelling,invalid_character_combination,0.9,1,4,True
चांस,incorrect_spelling,invalid_character_combination,0.9,4,4,True
चांसेस,incorrect_spelling,invalid_character_combination,0.9,4,6,True
चाइना,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चाचा,correct_spelling,medium_frequency,0.6,5,4,True
चाची,correct_spelling,medium_frequency,0.6,7,4,True
चाणक्य,correct_spelling,low_frequency,0.5,4,6,True
चादर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चाप,correct_spelling,low_frequency,0.5,2,3,True
चाय,correct_spelling,low_frequency,0.5,3,3,True
चार,correct_spelling,in_dictionary,1.0,44,3,True
चारपांच,incorrect_spelling,invalid_character_combination,0.9,1,7,True
चारवाक,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चारा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चारों,incorrect_spelling,invalid_character_combination,0.9,5,5,True
चार्ज,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चाल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
चालता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चालान,correct_spelling,low_frequency,0.5,4,5,True
चालीस,correct_spelling,in_dictionary,1.0,2,5,True
चालू,correct_spelling,medium_frequency,0.6,5,4,True
चाव,incorrect_spelling,hapax_legomenon,0.6,1,3,True
चावल,correct_spelling,high_frequency,0.7,13,4,True
चाह,correct_spelling,high_frequency,0.7,10,3,True
चाहता,correct_spelling,high_frequency,0.7,24,5,True
चाहती,correct_spelling,high_frequency,0.7,12,5,True
चाहते,correct_spelling,high_frequency,0.7,33,5,True
चाहतें,incorrect_spelling,invalid_character_combination,0.9,1,6,True
चाहिए,correct_spelling,in_dictionary,1.0,235,5,True
"चाहिए,",correct_spelling,medium_frequency,0.6,5,6,True
"चाहिए,।",incorrect_spelling,hapax_legomenon,0.6,1,7,True
चाहिए।,correct_spelling,high_frequency,0.7,15,6,True
चाहिये,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चाहुंगी,incorrect_spelling,invalid_character_combination,0.9,1,7,True
चाहूँगा,correct_spelling,medium_frequency,0.6,5,7,True
चाहूँगी,incorrect_spelling,hapax_legomenon,0.6,1,7,True
"चाहूँगी,",incorrect_spelling,hapax_legomenon,0.6,1,8,True
चाहूं,incorrect_spelling,invalid_character_combination,0.9,2,5,True
चाहूंगा,incorrect_spelling,invalid_character_combination,0.9,28,7,True
चाहूंगी,incorrect_spelling,invalid_character_combination,0.9,2,7,True
"चाहूंगी,",incorrect_spelling,invalid_character_combination,0.9,1,8,True
चाहे,correct_spelling,high_frequency,0.7,37,4,True
चाहें,incorrect_spelling,invalid_character_combination,0.9,15,5,True
चाहेंगी,incorrect_spelling,invalid_character_combination,0.9,2,7,True
चाहेंगे,incorrect_spelling,invalid_character_combination,0.9,22,7,True
चाहेंगे।,incorrect_spelling,invalid_character_combination,0.9,1,8,True
चाहेगा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चाहेगी,correct_spelling,low_frequency,0.5,3,6,True
चाहेगे,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चाहो,correct_spelling,low_frequency,0.5,2,4,True
चाहोगे,incorrect_spelling,hapax_legomenon,0.6,1,6,True
चिंगारिया,incorrect_spelling,invalid_character_combination,0.9,1,9,True
चिंतन,incorrect_spelling,invalid_character_combination,0.9,5,5,True
चिंता,incorrect_spelling,invalid_character_combination,0.9,6,5,True
चिंतित,incorrect_spelling,invalid_character_combination,0.9,1,6,True
चिकन,correct_spelling,low_frequency,0.5,3,4,True
चिकनी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चिकी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चिड़िया,correct_spelling,low_frequency,0.5,3,7,True
चिढ़ाते,correct_spelling,low_frequency,0.5,3,7,True
चित,correct_spelling,low_frequency,0.5,3,3,True
चिता,correct_spelling,low_frequency,0.5,2,4,True
चितौड़,correct_spelling,low_frequency,0.5,2,6,True
चित्तौड़,correct_spelling,medium_frequency,0.6,6,8,True
चित्र,correct_spelling,medium_frequency,0.6,5,5,True
चिन्नी,correct_spelling,low_frequency,0.5,2,6,True
चिन्हा,correct_spelling,low_frequency,0.5,2,6,True
चिपक,incorrect_spelling,hapax_legomenon,0.6,1,4,True
चिपका,incorrect_spelling,hapax_legomenon,0.6,1,5,True
चिपकाने,incorrect_spelling,hapax_legomenon,0.6,1,7,True
